"author","authorIsChannelOwner","cid","comment","commentsCount","hasCreatorHeart","pageUrl","publishedTimeText","replyCount","replyToCid","title","type","videoId","voteCount"
"@AmitChandraRoy333","false","UgyxljDFhXc1QdTI6Qp4AaABAg","Eikhon a 1st cinema moi cinema hall t suwa maa deuta bhaitir logot saisilu 24 September 2017 t saisilu durgapujar homoit fancy bajar t kapoor kinibo jaute taare kakhot a ekhon cinema hall asil aru mission chinar poster laagi asil maak kolu sabi niki mai deutak kole tar pisot salu 40 tokat ticket kati 1::00 pm t show asil 12:00 pm ticket kati 1hours rokhi asilu ❤❤","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","1 year ago","0",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","3"
"@parandaszubeenlover4218","false","UgwDg65J8h8iB2N3u8p4AaABAg","I love you Zubeen da love","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","1 year ago","0",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","4"
"@Jubin_ray_zg_creation","false","UgyKVYSnmqAwtFsfj7p4AaABAg","Please full movie dia","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","1 year ago","0",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","2"
"@rupachakraborty6459","false","Ugz4GEWu_Xtr7jW9Ltp4AaABAg","What a mind-blowing trailer 😂😭","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","2 years ago","0",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","2"
"@healthfreak7349","false","Ugyb3C1wVPJLMxXr4CZ4AaABAg","এই খনেই নেকি RRR আৰু KGF ত কৈ ভাল ছবি খন 😆😆😆","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","2 years ago (edited)","7",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","10"
"@pranjitbaruah6278","false","UgyFOlBSEGXuLDkkIE94AaABAg","Val senema","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","2 years ago","0",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","1"
"@BitusVlogsPagol","false","UgzZaHigAUw0smzkHgp4AaABAg","https://youtu.be/7litwNKRGM0","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","2 years ago","0",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","0"
"@dipankarborah9870","false","UgwvIuLcYpzK8A4eBqN4AaABAg","যিমান ভাল হ'ব লাগিছিল সিমান হোৱা নাই। বাকী Trailer টো হে ভাল লাগিব","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","2 years ago","0",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","2"
"@abhimanyuu......9213","false","UgyIQUnXn6Byg4r9o-R4AaABAg","Full movie r link 2 kunuba e diok akou ebar sabo mon goise","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","2 years ago","1",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","2"
"@bhumikadas5147","false","Ugy92F_v4hSjWiM4-7V4AaABAg","🔥🔥🔥","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","3 years ago","0",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","0"
"@JutikabRoymedhiJutikabRoymedhi","false","UgwwXAyp_ETNvTCZegR4AaABAg.A4PvCwmRL37A5swTCEru4U","Moi youtube a sai selu atiya delit hl kijani search kore poa nai","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","2 months ago","0","UgwwXAyp_ETNvTCZegR4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","0"
"@rustygaming5147","false","Ugxl4YoH3juxmUl-UcR4AaABAg.A22mWlpkxzNA3sIQQdndnm","As cringe as your mom right 👍🏻","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","3 months ago","0","Ugxl4YoH3juxmUl-UcR4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","0"
"@bjrockgonzalis","false","Ugxl4YoH3juxmUl-UcR4AaABAg.A22mWlpkxzNA4VTFetXUCJ"," @rustygaming5147  ahil zubeen r guti selekajon","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","3 months ago","0","Ugxl4YoH3juxmUl-UcR4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","0"
"@kaluSingh-ko5mw","false","Ugxl4YoH3juxmUl-UcR4AaABAg.A22mWlpkxzNA89TqfLuBNM","​ @bjrockgonzalis  aukat bonali lo Assamese flim insult nidibi","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","9 days ago","0","Ugxl4YoH3juxmUl-UcR4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","0"
"@IM_FAIRY_YOUR_FLOWERS","false","Ugxl4YoH3juxmUl-UcR4AaABAg.A22mWlpkxzNA8KsWmsKvrP","tumar ma deuta ki hikaise nije to Zubeen Or dare acting koribo nuaro beleg ok beya kobo ahise","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","4 days ago","0","Ugxl4YoH3juxmUl-UcR4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","0"
"@IM_FAIRY_YOUR_FLOWERS","false","Ugxl4YoH3juxmUl-UcR4AaABAg.A22mWlpkxzNA8KsaWpNd6F","​ @kaluSingh-ko5mw aji kali manuh nije talented nai karone beleg ok beya kobo ahise","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","4 days ago","0","Ugxl4YoH3juxmUl-UcR4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","0"
"@kaluSingh-ko5mw","false","Ugxl4YoH3juxmUl-UcR4AaABAg.A22mWlpkxzNA8P3Vsu4rRw"," @IM_FAIRY_YOUR_FLOWERS  Hsa re support kribo lage","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","3 days ago","0","Ugxl4YoH3juxmUl-UcR4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","0"
"@IM_FAIRY_YOUR_FLOWERS","false","Ugxl4YoH3juxmUl-UcR4AaABAg.A22mWlpkxzNA8P79uaegxN"," @kaluSingh-ko5mw  takei Tu manhu bilake khali complaining jane aji kali nije eko najane","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","3 days ago","0","Ugxl4YoH3juxmUl-UcR4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","1"
"@dipankarborah9870","false","Ugyb3C1wVPJLMxXr4CZ4AaABAg.9aKNab5PND-9hYcC0UNNKn","তাকে চিন্তা কৰিছো","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","1 year ago","0","Ugyb3C1wVPJLMxXr4CZ4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","0"
"@slasshythere","false","Ugyb3C1wVPJLMxXr4CZ4AaABAg.9aKNab5PND-9hxx3fnk2sn","Pagla hoisa toi??","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","1 year ago","0","Ugyb3C1wVPJLMxXr4CZ4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","0"
"@user-lo1ul8sn8x","false","Ugyb3C1wVPJLMxXr4CZ4AaABAg.9aKNab5PND-9qxL2Ntf2dI","😂😂😂😂😂😂😂","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","1 year ago","0","Ugyb3C1wVPJLMxXr4CZ4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","0"
"@modernbeats6834","false","Ugyb3C1wVPJLMxXr4CZ4AaABAg.9aKNab5PND-A8773oamWWw","Axomor dore jagat axomiyat dore ata ximit vakhat emn khini koribo pora keikhn chinema ase....?....rrr jdy only South ote release hol hoi keitai sale hoi?...","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","10 days ago","0","Ugyb3C1wVPJLMxXr4CZ4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","2"
"@healthfreak7349","false","Ugyb3C1wVPJLMxXr4CZ4AaABAg.9aKNab5PND-A87FdSyHWtm"," @modernbeats6834  RRR global cinema hoi, mission china khon fokotiya acting r babe kuneu nasai","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","10 days ago","0","Ugyb3C1wVPJLMxXr4CZ4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","0"
"@rex_308","false","Ugyb3C1wVPJLMxXr4CZ4AaABAg.9aKNab5PND-A8ERvdSx-XP","RRR  is  good   but  Pushpa  tohotor  nisina  chapri r  film😂","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","7 days ago","0","Ugyb3C1wVPJLMxXr4CZ4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","1"
"@ghenta443","false","Ugyb3C1wVPJLMxXr4CZ4AaABAg.9aKNab5PND-A8L-FYrJQBq","​​ @healthfreak7349 ..jibont unnoti ni..tur..dhemalite jnmo pua","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","4 days ago (edited)","0","Ugyb3C1wVPJLMxXr4CZ4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","0"
"@rustygaming5147","false","UgyIQUnXn6Byg4r9o-R4AaABAg.9SaijPX78xwA3sINIT2yYe","Muku lge pla ni","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","3 months ago","0","UgyIQUnXn6Byg4r9o-R4AaABAg","MISSION CHINA -New Extended Trailer - Zubeen Garg","reply","fIUXgs_16ZA","0"
"@jitugogoi6783","false","UgzugwRJO7xO39RNWd14AaABAg","I.Loveu.zubeen.da","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","6 years ago","0",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","5"
"@nobojyoti3789","false","Ugxe_fjSf4-TMm6mpf94AaABAg","কি চিনেমা খন নিদিব নে কি জুবিনদা","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","6 years ago","0",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","4"
"@surujbora8207","false","Ugw3QruuNOQU_WNNyDZ4AaABAg","Full movie Debo ne","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","6 years ago","0",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","4"
"@anupdas3946","false","UgxrQC2k7PNybKLbKZ94AaABAg","Moi 2bar k holot slu BT ako sbo mn goise.... Plz YouTube ba online t diyk","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","6 years ago","0",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","1"
"@dipjyotisaikia4060","false","Ugz_SIC-bALy5uxzVMp4AaABAg","Zubeen Daa fllim khon ketiake dibo , 
Hunkale deokna please please please mur bohut hepah ase saboloi Mission China saboloi ,
Moi akha korilu apuni ai fllim khon Amar babe dibo moi bohut Akhare batsai rolu byyyyyy","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","6 years ago","0",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","5"
"@anupomlive1171","false","Ugy6ujvJN9FLtJ02xel4AaABAg","given in onlin full move...plzzzzzz zubeen da","42","false","https://youtu.be/fIUXgs_16ZA?si=Uw-CxSt4o43Uutfl","6 years ago","0",,"MISSION CHINA -New Extended Trailer - Zubeen Garg","comment","fIUXgs_16ZA","8"
